title,link,source,date,snippet,page
"Shamima Begum will not be allowed here, says Bangladesh",https://www.theguardian.com/uk-news/2019/feb/20/rights-of-shamima-begums-son-not-affected-says-javid,The Guardian,20 Feb 2019,“Bangladesh asserts that Ms Shamima Begum is not a Bangladeshi citizen. She is a British citizen by birth and never applied for dual nationality with Bangladesh...,1
Shahima Begum tells of fate of friends who joined Isis during half-term,https://www.theguardian.com/world/2019/feb/14/shamima-begum-friends-kadiza-sultana-amira-abase-joined-isis-syria,The Guardian,14 Feb 2019,Shamima Begum spoke to the Times on Wednesday (£) from a refugee camp in north-east Syria. She is nine months pregnant and desperate to come home to Britain.,1
Shamima Begum: decision risks 'creating second class of citizenship',https://www.theguardian.com/politics/2019/feb/22/shamima-begum-decision-risks-creating-second-class-of-citizenship,The Guardian,22 Feb 2019,The decision to strip Shamima Begum of her UK citizenship on the basis she is of Bangladeshi heritage could have implications for millions of people who...,1
Shamima Begum: will the plan to revoke her citizenship succeed?,https://www.theguardian.com/politics/2019/feb/20/shamima-begum-could-the-plan-to-revoke-her-citizenship-be-stopped,The Guardian,19 Feb 2019,"The home secretary, Sajid Javid, has ordered the Isis recruit Shamima Begum's citizenship to be revoked. Here are some of the key questions the move raises.",1
Isis Briton compares Manchester bombing to western airstrikes,https://www.theguardian.com/world/2019/feb/18/islamist-extremism-in-uk-shamima-begum,The Guardian,18 Feb 2019,Shamima Begum says she regrets innocent people died in attacks in both UK and Syria.,1
A British girl has asked to come home. We must meet our responsibility to her,https://www.theguardian.com/lifeandstyle/commentisfree/2019/feb/19/shamima-begum-groomed-british-teenage-girl-racist-britain,The Guardian,19 Feb 2019,A British girl has asked to come home. We must meet our responsibility to her ... Imagine this: a British teenage girl is groomed online at the age of 15. Stay...,1
Shamima Begum citizenship decision sets a dangerous precedent,https://www.theguardian.com/uk-news/2019/feb/21/shamima-begum-citizenship-decision-sets-a-dangerous-precedent,The Guardian,21 Feb 2019,The decision to deprive Shamima Begum of British citizenship on the grounds that her mother is a Bangladeshi citizen sets a dangerous precedent.,1
Former MI6 director says schoolgirl who joined Isis should be 'given a chance',https://www.theguardian.com/world/2019/feb/14/former-mi6-director-says-schoolgirl-shamima-begum-who-joined-isis-should-be-given-a-chance,The Guardian,14 Feb 2019,"Although Shamima Begum has shown no remorse, Richard Barrett says Britain should be strong enough to reabsorb her.",1
Shamima Begum and questions of responsibility – hers and ours,https://www.theguardian.com/uk-news/2019/feb/19/shamima-begum-and-questions-of-responsibility-hers-and-ours,The Guardian,19 Feb 2019,Shamima Begum and questions of responsibility – hers and ours ... Many words have been spilled in discussions over whether Shamima Begum and her newborn child...,1
The possibility of redemption is central to a humane society | Kenan Malik,https://www.theguardian.com/commentisfree/2019/feb/17/possibility-of-redemption-is-central-to-a-humane-society-shamima-begum,The Guardian,17 Feb 2019,"Whatever her actions are found to be, Britain cannot wash its hands of Shamima Begum.",2
Shamima Begum: Isis runaway asking for sympathy - video profile,https://www.theguardian.com/uk-news/video/2019/feb/22/shamima-begum-the-controversial-isis-runaway-asking-for-sympathy-video-profile,The Guardian,22 Feb 2019,"Shamima Begum has said she is “willing to change”, as she issued a plea to the UK government for “mercy” after the home secretary moved to strip her of her...",2
The Observer view on Shamima Begum,https://www.theguardian.com/commentisfree/2019/feb/17/the-observer-view-on-shamima-begum,The Guardian,17 Feb 2019,"Begum may be considered a security threat, but may not have committed crimes beyond supporting Isis, or the evidence for crimes of which she is suspected may be...",2
What is the truth about Shamima Begum's citizenship status?,https://www.theguardian.com/uk-news/2019/feb/21/what-is-the-truth-about-shamima-begums-citizenship-status,The Guardian,21 Feb 2019,"What is Shamima Begum's citizenship status right now? According to the UK government, she is no longer a British citizen. The Home Office wrote to Begum's...",2
Taking Shamima Begum's citizenship risks making her a martyr | Robert Verkaik,https://www.theguardian.com/politics/2019/feb/19/taking-shamima-begums-citizenship-risks-making-her-a-martyr,The Guardian,19 Feb 2019,Taking Shamima Begum's citizenship risks making her a martyr ... The decision to strip Shamima Begum of her citizenship will turn a young British woman into a...,2
UK shooting range uses Shamima Begum image for targets,https://www.theguardian.com/uk-news/2019/feb/27/uk-shooting-range-uses-shamima-begum-image-for-targets,The Guardian,27 Feb 2019,"UK shooting range uses Shamima Begum image for targets ... A shooting range in The Wirral has defended its use of targets with an image of Shamima Begum, the...",2
"Shamima Begum may have criminalised herself, says senior terrorism officer",https://www.theguardian.com/world/2019/feb/15/mi6-chief-britons-joined-isis-cannot-stopped-returning-shamima-begum,The Guardian,15 Feb 2019,"Scotland Yard's counter-terrorism command has a live investigation into Begum, which intensified after she declared her wish to return. Officials are confident...",2
Second Briton says he wants to be allowed back to UK from Syria,https://www.theguardian.com/uk-news/2019/feb/22/jihadi-jack-pleads-to-be-allowed-back-to-uk-from-syria,The Guardian,22 Feb 2019,Jack Letts left the country a year before Shamima Begum and is suspected of joining Isis.,2
Britain could deradicalise Shamima Begum – with compassion | Dawn Foster,https://www.theguardian.com/commentisfree/2019/feb/18/britain-deradicalise-shemima-begum-isis,The Guardian,18 Feb 2019,"The CCTV images of the three teenage girls Shamima Begum, Kadiza Sultana and Amira Abase passing through Gatwick airport four years ago en route to join the...",2
Sajid Javid: difficult to strip Shamima Begum of UK citizenship,https://www.theguardian.com/uk-news/2019/feb/27/sajid-javid-difficult-to-strip-shamima-begum-of-uk-citizenship,The Guardian,27 Feb 2019,Sajid Javid: difficult to strip Shamima Begum of UK citizenship ... Sajid Javid has indicated it could prove hugely difficult to strip Shamima Begum of her UK...,2
Javid’s decision on Shamima Begum demeans his office,https://www.theguardian.com/commentisfree/2019/feb/20/sajid-javid-shamima-begum-conservative-leadership,The Guardian,20 Feb 2019,Javid's decision to revoke Begum's citizenship is overturned – and he may well be expecting that – he wins politically.,3
Shamima Begum was groomed. She deserves the chance of rehabilitation,https://www.theguardian.com/commentisfree/2019/feb/14/shamima-begum-grooming-islamic-state-pregnant-uk,The Guardian,14 Feb 2019,It's impossible not to feel a jolt of shock when confronted with the photo of Shamima Begum on the front page of this morning's Times. Four years ago – when we...,3
Who has been stripped of UK citizenship before Shamima Begum?,https://www.theguardian.com/uk-news/2019/feb/20/who-has-been-stripped-of-uk-citizenship-before-shamima-begum,The Guardian,20 Feb 2019,120 suspected jihadists and criminals since 2016 who have been stripped of their British nationality and banned from returning to the UK.,3
Shamima Begum has a right to redemption | Observer letters,https://www.theguardian.com/global/commentisfree/2019/feb/24/observer-letters-shamima-begum-has-a-right-to-redemption,The Guardian,24 Feb 2019,Human rights are a given rather than being in the home secretary's or anyone else's gift; there for those identified as close to us by birth and philosophy but...,3
Shamima Begum | Page 10 of 11,https://www.theguardian.com/uk-news/shamima-begum?page=10,The Guardian,14 Feb 2019,"Amira Abase, Kadiza Sultana and Shamima Begum at Gatwick airport in February, on their way to Syria. Girls who 'escaped Isis' not east London teens, say...",3
What do experts think of revoking Shamima Begum's citizenship?,https://www.theguardian.com/uk-news/2019/feb/20/what-do-experts-think-of-revoking-shamima-begums-citizenship,The Guardian,20 Feb 2019,"What stripping Shamima Begum of her citizenship does is confirm the Isis claim that Muslims can never truly belong here in the west, and that propaganda blow...",3
Shamima Begum: Isis Briton faces move to revoke citizenship,https://www.theguardian.com/world/2019/feb/19/isis-briton-shamima-begum-to-have-uk-citizenship-revoked,The Guardian,19 Feb 2019,"Shamima Begum: Isis Briton faces move to revoke citizenship ... The row over the fate of Shamima Begum, the British-born teenager who travelled from east London...",3
After Isis: what happens to the foreign nationals who went to Syria?,https://www.theguardian.com/world/2019/feb/14/after-isis-what-happens-to-the-foreign-nationals-who-went-to-syria,The Guardian,14 Feb 2019,"US-backed Kurdish forces in Syria have almost completely dismantled Islamic State's once sprawling “caliphate”, with Isis fighters making their last stand...",3
"Shamima Begum moved after threats in Syria camp, says lawyer",https://www.theguardian.com/uk-news/2019/mar/01/shamima-begum-moved-from-syrian-camp-after-threats,The Guardian,1 Mar 2019,The Sun reported on Friday that Begum had received death threats since speaking out about her plight. She and her son are said to have been moved to another...,3
Usama Hasan,https://www.theguardian.com/profile/usamahasan,The Guardian,19 Feb 2019,"Dr Usama Hasan is a former planetarium lecturer at the Royal Observatory Greenwich, a fellow of the Royal Astronomical Society, a consultant in Islamic studies",3
"Shamima Begum moved after threats in Syria camp, says lawyer",https://www.theguardian.com/uk-news/2019/mar/01/shamima-begum-moved-from-syrian-camp-after-threats,The Guardian,1 Mar 2019,The Sun reported on Friday that Begum had received death threats since speaking out about her plight. She and her son are said to have been moved to another...,4
Usama Hasan,https://www.theguardian.com/profile/usamahasan,The Guardian,19 Feb 2019,"Dr Usama Hasan is a former planetarium lecturer at the Royal Observatory Greenwich, a fellow of the Royal Astronomical Society, a consultant in Islamic studies",4
Agonising hunt by US father for children trapped in Isis enclave,https://www.theguardian.com/world/2019/feb/17/al-hawl-camp-syria-us-children-father-search,The Guardian,17 Feb 2019,"In the Syrian camp where British teenager Shamima Begum was found, a father desperately searches for two infants, taken from their Florida home by their mother...",4
"Trump is right, UK must take back Isis fighters – ex-British army chief",https://www.theguardian.com/world/2019/feb/17/trump-is-right-uk-must-take-back-isis-fighters-ex-british-army-chief,The Guardian,17 Feb 2019,Gen Lord Dannatt says British Isis fighters in Syria should face justice back home.,4
Defiant women and dying children: Isis' desert legacy,https://www.theguardian.com/world/2019/mar/01/defiant-women-and-dying-children-isis-desert-legacy-al-hawl-refugee-camp,The Guardian,1 Mar 2019,"Senior-ranked wives recreate Isis' rules in al-Hawl camp, which staff say is at breaking point.",4
Exclusive: US woman who ‘deeply regrets’ joining Isis wants to come home – audio,https://www.theguardian.com/world/video/2019/feb/18/exclusive-us-woman-who-deeply-regrets-joining-isis-wants-to-come-home-audio,The Guardian,18 Feb 2019,"Listen to the interview with Hoda Muthana, the 24-year-old American who wants to return home after joining Islamic State, in tomorrow's episode of Today in...",4
Hoda Muthana's father sues in bid to bring his daughter back to US,https://www.theguardian.com/us-news/2019/feb/22/hoda-muthana-alabama-isis-father-trump,The Guardian,22 Feb 2019,Ahmed Ali Muthana files suit after officials said New Jersey-born daughter was not a US citizen and would not be allowed home.,4
Hoda Muthana: US bars Alabama woman who joined Isis from returning,https://www.theguardian.com/world/2019/feb/20/isis-us-woman-alabama-no-return-mike-pompeo,The Guardian,20 Feb 2019,"Mike Pompeo says Muthana, 24, is not a US citizen but refusal to take her back likely to face legal challenge.",4
"US briefing: Neo-Nazi murder plot, Jussie Smollett and climate crises",https://www.theguardian.com/us-news/2019/feb/21/us-briefing-neo-nazi-plot-jussie-smollett-and-climate-crises,The Guardian,21 Feb 2019,"Thursday's top story: US coast guard lieutenant planned attack on Democrats and journalists. Plus, how doctors deal with anti-vaxxers in the delivery ward.",4
"Isis fighters firing at escaping family members, says coalition | Syria",https://www.theguardian.com/world/2019/feb/14/isis-fighters-shot-escaping-family-members-says-coalition,The Guardian,14 Feb 2019,"Islamic State fighters shot and wounded fleeing family members trying to escape from its besieged enclave in Syria, according to a coalition commander.",4
Trump: EU must take back 800 Isis fighters captured in Syria,https://www.theguardian.com/world/2019/feb/17/islamic-state-isis-baghuz-trump-calls-on-european-allies-to-take-800-fighters-captured-in-syria,The Guardian,17 Feb 2019,"US doesn't want to watch 'fighters permeate Europe' with caliphate 'ready to fall', says president.",5
'We aren't dangerous': Why Chechnya has welcomed women who joined Isis,https://www.theguardian.com/world/2019/mar/02/we-arent-dangerous-why-chechnya-has-welcomed-women-who-joined-isis,The Guardian,2 Mar 2019,The return of hundreds of women and children from Syria and Iraq has become a major issue for Russia.,5
'Splitting headache': what the papers say about Labour party's turmoil,https://www.theguardian.com/politics/2019/feb/19/splitting-headache-what-the-papers-say-about-labour-partys-turmoil,The Guardian,19 Feb 2019,The front pages are full of dire warnings for Labour after a day of drama that saw seven MPs quit the party over its stance on antisemitism and Brexit.,5
"Home Office to strip Shamima Begum of citizenship, family told",https://www.itv.com/news/2019-02-20/home-office-to-strip-shamima-begum-of-citizenship-says-lawyer,ITVX,20 Feb 2019,"Home Office to strip Shamima Begum of citizenship, family told ... Shamima Begum, who fled the UK to join the Islamic State terror group in Syria aged 15, has...",1
'British nationals have a right to come' MI6 chief says after IS girl's plea | ITV News,https://www.itv.com/news/2019-02-15/shamima-begum-home-secretary-vows-to-prevent-return-of-britons-who-join-is,ITVX,15 Feb 2019,"""British nationals have a right to come to the UK"", MI6 chief has said after Sajid Javid stated Shamima Begum's return could be block. | ITV National News.",1
Shamima Begum: What happens now IS girl wants to return to Britain?,https://www.itv.com/news/2019-02-14/let-me-come-home-key-questions-raised-by-islamic-state-runaways-plea,ITVX,14 Feb 2019,Shamima Begum: What happens now IS girl wants to return to Britain? ... A teenager who ran away from Britain as a 15-year-old schoolgirl to join the Islamic State...,1
Bangladesh denies Shamima Begum has dual nationality | ITV News,https://www.itv.com/news/2019-02-20/shamima-begum-shocked-as-itv-news-informs-her-home-office-has-revoked-her-british-citizenship,ITVX,20 Feb 2019,Bangladesh denies Islamic State schoolgirl Shamima Begum has dual nationality · Home Secretary Sajid Javid ordered the removing of Ms Begum's British...,1
IS schoolgirl Shamima Begum stripped of UK citizenship | ITV News,https://www.itv.com/news/2019-02-19/shamima-begum-has-uk-citizenship-revoked-by-british-government-itv-news-learns,ITVX,19 Feb 2019,The Home Office letter informing Shamima Begum's mother her daughter's British citizenship has been revoked.,1
'How dare the ISIS bride defend my parents' killer',https://www.itv.com/thismorning/articles/how-dare-the-isis-bride-defend-my-parents-killer,ITVX,19 Feb 2019,It's the issue everyone's talking about - and now Jihadi bride Shamima Begum has sparked fresh outrage. As she still seeks a return to the UK from...,1
'Jihadi Jack' interview: Homesick Jack Letts tells ITV News he wants to return from Syria but 'no one cares' about him,https://www.itv.com/news/2019-02-22/jihadi-jack-interview-jack-letts-itv-news-syria,ITVX,22 Feb 2019,"In an ITV News exclusive, the Briton addressed his dual nationality case, his reaction to the Paris attacks and what he misses about home.",1
Brother of teens killed in Syria stabbed to death after Brighton car crash | ITV News,https://www.itv.com/news/2019-02-17/murder-probe-after-brother-of-teenagers-killed-in-syria-stabbed-to-death,ITVX,17 Feb 2019,"Abdul Deghayes suffered a number of stab wounds, police said. | ITV National News.",1
Last survivor of the real-life World War Two 'Great Escape' dies aged 99,https://www.mirror.co.uk/news/uk-news/last-survivor-real-life-world-14002354,The Mirror,15 Feb 2019,"Airman Richard Churchill was one of 76 men who escaped Nazi prisoner of war camp, Stalag Luft III, by digging and crawling through tiny tunnels in 1944.",1
Shamima Begum 'has had contractions and could give birth any day',https://www.mirror.co.uk/news/uk-news/breaking-shamima-begum-has-contractions-14006571,The Mirror,15 Feb 2019,"The former Bethnal Green schoolgirl who fled the UK with Kadiza Sultana and Amira Abase in 2015, has already suffered the loss of her first two children who...",1
Britain's fattest dog finally gets new home after shedding THREE STONE,https://www.mirror.co.uk/news/uk-news/britains-fattest-dog-finally-gets-14025818,The Mirror,20 Feb 2019,Portly pooch 'Hattie the Fattie' was a diabetic and almost blind when she arrived at Devon animal shelter last year - but she has shed the pounds after...,1
Mum's joy at finding out she's pregnant after giving birth to stillborn daughter nearly killed her,https://www.mirror.co.uk/news/uk-news/mums-joy-becoming-pregnant-after-14008049,The Mirror,16 Feb 2019,"Destiny Young, 23, was left seriously ill after losing over four pints of blood following an emergency c-section.",1
Face of British ISIS bride Shamima Begum as she tells story in her own words,https://www.mirror.co.uk/news/uk-news/shamima-begum-face-brit-isis-13999424,The Mirror,14 Feb 2019,The east London schoolgirl left Britain aged 15 in February 2015 to join ISIS - claiming she doesn't regret her decision but is desperate to return home.,1
Prince Harry makes poignant vow to fallen soldier hero's mum to rid army of PTSD,https://www.mirror.co.uk/news/uk-news/prince-harry-tells-soldiers-grieving-14009255,The Mirror,16 Feb 2019,"EXCLUSIVE: The Duke and Duchess of Sussex met with Viv Johnston, whose special forces hero son Danny, 35, killed himself last year.",1
BMW X5 explodes in Morrisons car park as shoppers sprint for safety,https://www.mirror.co.uk/news/uk-news/bmw-x5-explodes-morrisons-car-14051260,The Mirror,25 Feb 2019,The driver felt a burning sensation from his seat and managed to escape before the four-by-four caught fire.,1
Shamima Begum faces YEAR wait in refugee camp as she fights citizenship battle,https://www.mirror.co.uk/news/uk-news/shamima-begum-faces-year-wait-14042593,The Mirror,23 Feb 2019,"EXCLUSIVE: The ISIS teen runaway needs to get to an embassy in Iraq if her baby has any hope of leaving the country sooner, claims the family lawyer.",1
Shamima Begum's baby will be treated as British if he makes it to an embassy,https://www.mirror.co.uk/news/politics/shamima-begum-baby-british-embassy-14052421,The Mirror,25 Feb 2019,"The Home Secretary said the UK would not provide any help to Ms Begum's baby boy while he is in Syria because it has ""no consular presence"" there.",1
Nicky Campbell tells of the 'nagging sense of rejection' in being adopted,https://www.mirror.co.uk/tv/tv-news/tvs-nicky-campbell-tells-nagging-14017114,The Mirror,19 Feb 2019,"The presenter, 57, spoke candidly about the ""moments"" of emotion he had endured while filming touching stories of those who were adopted - as he was when he...",1
Reality star Aisleyne Horgan-Wallace wades into ISIS bride Shamima Begum debate,https://www.mirror.co.uk/tv/tv-news/aisleyne-horgan-wallace-slams-spending-14003164,The Mirror,15 Feb 2019,"The former Big Brother star, 40, said on This Morning that the ISIS schoolgirl could have 'blood on her hands' and that the money should be spent on the...",2
Stephen Lawrence's brother on heartbreaking conversation he's dreading having with son,https://www.mirror.co.uk/news/uk-news/stephen-lawrences-brother-heartbreaking-conversation-14011993,The Mirror,17 Feb 2019,"EXCLUSIVE: Father must explain to his son Theo what happened to his uncle, Stephen Lawrence,",2
Young dad 'days from death' after girlfriend's horrific abuse gets poignant tattoo,https://www.mirror.co.uk/news/uk-news/young-dad-days-death-after-14019660,The Mirror,20 Feb 2019,"Alex Skeel, 23, from Bedford, has had the new tattoo inked on his arm following the horrendous abuse he suffered at the hands of evil ex and mother of his...",2
"Tributes paid to bodybuilding dad, 37, found dead months after daughter's birth",https://www.mirror.co.uk/news/uk-news/tributes-paid-bodybuilding-dad-37-14022434,The Mirror,19 Feb 2019,"Ben Harnett, 37, was found by his devastated dad just months after getting married and having a baby girl.",2
ISIS bride Shamima Begum Mother's Day card goes on sale - featuring cruel comment,https://www.mirror.co.uk/news/uk-news/isis-bride-shamima-begum-mothers-14032286,The Mirror,21 Feb 2019,Freelance illustrator Samuel Hague is selling a Mother's Day card featuring ISIS bride Shamima Begum for £2.99.,2
British ISIS bride Shamima Begum’s family lawyer reveals how much he's being paid,https://www.mirror.co.uk/tv/tv-news/shamima-begums-family-lawyer-reveals-14014631,The Mirror,18 Feb 2019,Tasnime Akunjee told This Morning host Eamonn Holmes how much he was being paid to help get the ISIS schoolgirl back to the UK.,2
Brit ex-ISIS bride who became suburban mum says 'Shamima Begum can change like me',https://www.mirror.co.uk/news/uk-news/brit-ex-isis-bride-who-14006853,The Mirror,16 Feb 2019,Tania Joyia knows all about Shamima's predicament after the London-born girl fled herself to Syria to join ISIS ... It's a story that chillingly echoes recent...,2
Revealed: Shamima Begum's middle-class terrorist husband who 'plotted atrocity in Europe',https://www.mirror.co.uk/news/uk-news/revealed-shamima-begums-middle-class-14008008,The Mirror,16 Feb 2019,"ISIS bride Shamima, from Bethnal Green, east London, says she still loves her Dutch jihadist husband Yago Riedijk ""very much""",2
Terrifying tactics ISIS use to tempt girls to leave everything and move to Syria,https://www.mirror.co.uk/news/uk-news/terrifying-tactics-isis-use-tempt-14053734,The Mirror,26 Feb 2019,ISIS bride Shamima Begum has started a huge debate after pleading to come back to the UK to raise her child after moving to Syria in 2015 when she was just...,2
Shamima Begum could 'launch terror attacks in Britain if she’s allowed back',https://www.mirror.co.uk/news/uk-news/shamima-begum-could-launch-terror-14030567,The Mirror,21 Feb 2019,Home Secretary Sajid Javid has defended his decision to strip the 19-year-old of her British citizenship saying she could recruit new ISIS soldiers.,2
Shamima Begum 'lies about death of second ISIS bride to help her go underground',https://www.mirror.co.uk/news/uk-news/shamima-begum-lies-death-second-14060152,The Mirror,27 Feb 2019,ISIS bride Shamima Begum has been accused of lying about the death of another radicalised schoolgirl.,3
Pontins Brean Sands: 18 injured after ceiling COLLAPSES on children and families,https://www.mirror.co.uk/news/uk-news/breaking-pontins-brean-sands-roof-14028301,The Mirror,22 Feb 2019,"Around 100 people were inside the entertainment centre at the resort in Somerset when 40 metres of roof and ducting fell onto them, terrified witnesses...",3
London girl who joined ISIS in Syria pleading for UK return - 5 key questions,https://www.mirror.co.uk/news/uk-news/london-girl-who-joined-isis-13997680,The Mirror,14 Feb 2019,"Shamima Begum, now 19, was tracked down by The Times to a refugee camp in northern Syria - and has pleaded to come back.",3
Mum who used to have sex six times a day claims hysterectomy ruined love life,https://www.mirror.co.uk/news/uk-news/mum-who-used-sex-six-14014265,The Mirror,18 Feb 2019,"Jessica Shaw, 30, a mum-of-four from York, hasn't been intimate for two years following the operation to battle cervical cancer.",3
Caller Tells Andrew Pierce He Has Spare Room Waiting For Shamima Begum,https://www.lbc.co.uk/article/spare-room-waiting-isis-shamima-begum-DWyQwM_2/,www.lbc.co.uk,23 Feb 2019,"Andrew Pierce gave this caller a one-line response after he said he was willing to give the Isis bride Shamima Begum ""love and support"" for being ""put...",1
Jacob Rees-Mogg Says He’s AGAINST Revoking Shamima Begum’s Citizenship,https://www.lbc.co.uk/article/jacob-rees-mogg-revoking-shamima-begum-citzenship-DWyQwD_2/,www.lbc.co.uk,22 Feb 2019,"Explaining why he's against the move on his Friday night LBC show, Mr Rees-Mogg said: “I think there is a fundamental equality in British citizens and if you...",1
Ian Payne In Bitter Clash With Caller Who Defends Isis Schoolgirl,https://www.lbc.co.uk/article/ian-payne-caller-who-defends-isis-school-girl-DWyQrs_2/,www.lbc.co.uk,15 Feb 2019,Ian Payne embarked on a furious exchange with an LBC caller who attempted to defend Isis schoolgirl Shamima Begum.,1
Farage Battles Caller Who Says Shamima Begum Should Be Allowed Back In Britain,https://www.lbc.co.uk/article/nigel-farage-battles-shamima-begum-allowed-britain-DWyQw2_2/,www.lbc.co.uk,21 Feb 2019,This video is either unavailable or not supported in this browser ... Nigel Farage battled an LBC caller who said Isis bride Shamima Begum should be allowed back...,1
